Who,Chat Content,Label
britonshk,"🔍 互動法庭：有你做陪審員，判決會否改寫？(諾定咸活動)

請在11月17日前填寫以下 Google 表格報名參加。

https://forms.gle/QFC5hdj6heWbm9eH6

自香港實施國安法以來，社會氛圍急劇變遷，47人案成為了國際最具爭議的審訊之一，牽動無數港人，使我們無法置身事外。

透過這宗案件，讓我們思考一個問題：要有一個公平公正的司法制度，社會要有什麼條件呢？這些條件，離我們有多遠？而
這宗案件如有你的參與，結局會否不一樣？

🛎️活動重點：
1️⃣ 模擬47人案的審訊處境：參加者以旁聽席人士角度，重溫案件重點
2️⃣ 親身扮演陪審團角色：現場將隨機抽選三組觀眾，擔任「陪審員」，參與對案件的判決。

日期：11月23日
地點：National Justice Museum NG1 1HN
時間：13:30開場
名額：限100人參加，免費入場
語言：廣東話

免費參加，但由於場地租金昂貴，如你已報名但無法到場，請提前通知。當天活動現場將設有現金捐款箱，歡迎有心人士支持。

Date: November 23, 2024 (Saturday)
Location: Civil Courtroom, National Justice Museum NG1 1HN
Time: 13:30 (one session only)

文宣來源：[思諾港](https://www.facebook.com/share/p/rPf9hFkqm8gq3BY2/)

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",0
britonshk,"前海外法官岑耀信再批評港法治及裁決　司法機構：冒犯法庭　港府：絕不同意
https://bit.ly/3YsyXSj",0
,Hong Kong Watch indeed,0
britonshk,"英國外相訪華就新疆種族滅絕問題縮沙　　誰人還期望真係會講香港問題？

[https://www.winandmac.com/2024/10/labour-david-lammy-is-disgusting/](https://www.winandmac.com/2024/10/labour-david-lammy-is-disgusting/)",0
britonshk,"// 英國國會周四（18日）討論BN(O)簽證漏洞問題，目前部份97年前出生的香港人並不符合申請資格，多名國會議員要求英國政府放寬門檻，容許這些當年未及申請BN(O)護照的港人能參加簽證計劃。

內政部移民及公民事務部長Seema Malhotra回應時表示，BN(O)簽證路線是英國對香港人的歷史與道德責任的承諾，同時亦是對當年選擇了BN(O)身份的港人的承諾，因此對於不符合申請資格的人士，他們須考慮以其他途徑前往英國，包括學生簽證或工作簽證等。對於在香港有「犯罪紀錄」的難民申請者，她強調當局會根據最新的國家情報進行評估，會彈性處理，不會自動被拒絕。至於學費問題，她重申BN(O)港人一旦獲得英國居留資格，就支付本地生學費及申請學生貸款。//

【BNO簽證｜多名國會議員促修補漏洞   容許部份97年前出生者申請   內政部：會考慮議員意見】

全文請到《追新聞》網站閱覽
https://thechasernews.co.uk/bno簽證｜多名國會議員促修補漏洞/

#BNO簽證 #在英港人 #政治庇護 #英國國會 #追新聞 #thechaser 
========================
🌟加入YouTube頻道會員支持《追新聞》運作🌟
https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw/join

《追新聞》無金主，只有您！為訂戶提供驚喜優惠，好讓大家支持本平台，再撐埋黃店。香港訂戶可分享給英國親友使用。

優惠詳情：https://thechasernews.co.uk/追新聞訂戶注意-新黃店優惠嚟啦/

報道無罪 知情有價 請即訂閱《追新聞》：
💰 Patreon｜https://www.patreon.com/thechasernews
💰 Stripe｜https://buy.stripe.com/7sI8zwgoA9HZ3Cg6oq
📷 Instagram｜https://www.instagram.com/the_chaser_news
🌐 Facebook｜https://www.facebook.com/the.chaser.news
☕️ ko-fi｜https://ko-fi.com/thechasernews",0
GroupHelpBot,"歡迎Beatrice嚟到BHK舊公海，請到新討論區繼續交流

https://t.me/BHK1841",0
GroupHelpBot,"歡迎發仔嚟到BHK舊公海，請到新討論區繼續交流

https://t.me/BHK1841",0
Cheuklai721,https://www.youtube.com/live/NoCJXMM-sM4?si=jziqCnb-ksqV1rKf,0
britonshk,"🇬🇧《寧化飛灰》十一月英國上映🔥

《寧化飛灰》是一部獲獎紀錄片，探討了記者在極權政權下報導時所面臨的情感和道德掙扎。透過2019年香港抗議活動的鏡頭，該片捕捉了捍衛新聞自由的高昂代價。我們很高興能將這部影片帶到英國，並在曼城、利物浦、諾丁漢、伯明翰和倫敦進行放映。放映活動隨後會有與導演進行現場問答互動環節。

11月9號 曼城 
11月10號 利物浦 
11月16號 諾定咸
11月17號 伯明翰
11月23號 倫敦

由即日起至10月26日都有早鳥優惠🫂
請大家都幫手宣傳多多支持🙌🏻

https://www.eventbrite.com/cc/rather-be-ashes-than-dust-uk-screening-2024-3739789

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",0
,交國際生學費真是沒能力負擔,0
britonshk,"// 英國外相林德偉（David Lammy）將於周五（18日）訪問中國兩天，是工黨政府今年7月上台後到訪中國最高級官員。首相施紀賢（Keir Starmer）在他出訪前夕接受國會質詢時，首度公開表示要求釋放黎智英，又表明處理黎案是工黨政府優先事項。香港特區政府批評任何企圖干預司法程序都是破壞法治，應受譴責。

黎崇恩社交平台表示，感謝施紀賢表態要求釋放黎智英。他指其父即將77歲，已在最高戒備的監獄單獨囚禁近4年，只因為他在香港和平地提倡民主。黎崇恩稱，父親的健康狀況大幅惡化，促請施紀賢將說話化為實際行動，拯救黎智英。//

【中英角力｜英外相周五訪問中國兩天   施紀賢上台後首次要求釋放黎智英】

全文請到《追新聞》網站閱覽
https://thechasernews.co.uk/中英角力｜英外相周五訪問中國兩天/

#中英角力 #中英關係 #工黨政府 #施紀賢 #林德偉 #英國外相 #黎崇恩 #黎智英 #追新聞 #thechaser 
========================
🌟加入YouTube頻道會員支持《追新聞》運作🌟
https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw/join

《追新聞》無金主，只有您！為訂戶提供驚喜優惠，好讓大家支持本平台，再撐埋黃店。香港訂戶可分享給英國親友使用。

優惠詳情：https://thechasernews.co.uk/追新聞訂戶注意-新黃店優惠嚟啦/

報道無罪 知情有價 請即訂閱《追新聞》：
💰 Patreon｜https://www.patreon.com/thechasernews
💰 Stripe｜https://buy.stripe.com/7sI8zwgoA9HZ3Cg6oq
📷 Instagram｜https://www.instagram.com/the_chaser_news
🌐 Facebook｜https://www.facebook.com/the.chaser.news
☕️ ko-fi｜https://ko-fi.com/thechasernews",0
britonshk,"【英國新舊首相國會交鋒 談及外相訪華籲釋放黎智英】

英國外相林德偉將於周五（17日）應中國外長王毅邀請首次訪華兩天，此前，新舊首相在國會交鋒，前首相辛偉誠就外相訪華及國安問題等，向現任首相施紀賢提出質詢，辛偉誠問及外相會否就近日中國在台海的軍事升級譴責中國，及會否向當局要求釋放《壹傳媒》創辦人黎智英。施紀賢直言與中國仍有貿易等合作，但會就人權及價值觀問題向中方提出質疑，又指敦促香港釋放黎智英是政府的優先事項，外相亦會在與王毅的會晤中提出此案。

中國日前在台灣國慶後派海軍繞台軍演，辛偉誠指中國無端進行具侵略性和威脅性的軍事演習，令盟友感到關切，加上有報道指英國外交部干預叫及要求押後台灣前總統的訪英行程，他要求首相施紀賢確認外相林德偉在前往北京會談時，譴責中國在台灣海峽的危險升級行為。

全文：https://points-media.com/xu99
-------------
📌 支持《棱角 The Points》亂世求真，贊助我們運作：
points-media.com/supports
📌 報料、投稿：
info@points-media.com
📌 緊貼《棱角 The Points》24小時零死角：
Facebook: @thepoints.global
Instagram | Telegram | Twitter: @points_global
Youtube: youtube.com/@thepointsglobal?sub_confirmation=1
Whatsapp Channel: https://rb.gy/cwvrw",0
britonshk,"「心理健康講座：文化適應與孤獨感」
💡 網上講座
嚟到英國，生活同文化突然大變，係咪覺得好難適應？
😔 無論係語言、飲食習慣、甚至係日常社交，都可能令你感到孤單無助？
咁就岩喇，在此Barnardo's 香港人熱線邀請你參加今次嘅講座！
📅 日期？: 18 OCT 2024 (Fri)
🕒 時間？: 19:30 - 21:00
📍 邊度？: Microsoft Teams

你會了解到：💬
✅ 點樣應對文化差異同生活挑戰
✅ 點克服社交孤立感覺
✅ 同其他香港同路人分享經驗，互相支持

無論你已經嚟咗英國一排，定係頭先搬過嚟，呢個講座都幫你了解多D 心理健康層面上對文化適應與孤獨感嘅資訊同更多支援！🌟 仲有機會同有類近經歷嘅朋友一齊交流、分享心聲！
立即報名！
🔗 https://OctoberWebinar2024.eventbrite.co.uk / Scan QR code
有咩問題，隨時聯絡我哋📞: 0808 169 1671
或電郵至 📧: Hongkong@barnardos.org.uk
我哋期待你嘅參與！🙌
#香港人在英國 #文化適應 #社交孤立 #英國生活挑戰 #網上講座 #支持香港BN(O)",0
GroupHelpBot,"歡迎D嚟到BHK舊公海，請到新討論區繼續交流

https://t.me/BHK1841",0
britonshk,"📝🇬🇧 英國大學校監及校長聯署促請政府授予BNO港人本地生學費資格

今天，六位現任及前任英國大學校監及校長聯署致函英國教育大臣方佩芝議員（Bridget Phillipson MP），促請向在英國居滿三年的BNO香港人授予本地生學費資格。相關校監及校長為：前牛津大學校監、最後一任香港總督、香港監察贊助人彭定康勳爵（Lord Patten）；格林威治大學校監Lord Boateng；般尼茅夫大學創校校監、前利物浦希望大學校監、皇家護理學院榮譽副院長Baroness Cox；杜倫大學校長暨院長Professor Karen O’Brien；伯明翰大學校長暨院長Professor Adam Tickell；雅息士大學校長Professor Anthony Forster；李斯特大學校長Professor Nishan Canagarajah。

聯署校監及校長在信中指出，拓展本地生學費資格至BNO港人不但是道義上的正確決定，而且有合理的經濟根據。大學畢業生平均每年比非畢業生多賺10,000英鎊，而99%BNO港人計劃留在英國，取得英國公民身分，因此容許BNO港人負擔到讀英國大學有助提高未來數十年的稅收。

這封信承接香港監察早前在9月10日寄給教育大臣的信函，該信獲近千名BNO港人簽署，並獲十位國會兩院議員支持。

9月17日，香港監察收到教育部要求與大臣會面的確認書，但截至10月15日，我們尚未聽到任何進一步確認已答應會面的消息。

[信函全文](https://static1.squarespace.com/static/58ecfa82e3df284d3a13dd41/t/670fd796401725763551cf37/1729091478554/Bridget+Phillipson+MP.pdf)

前牛津大學校監、香港監察贊助人、前港督彭定康勳爵表示：

「我擔任牛津大學校監21年後卸任，期間主持過無數入學禮和畢業禮，見證一代又一代的學生運用大學教育給予他們的技能和知識，取得偉大成就。我深深希望成千上萬現居英國的年輕BNO港人能夠與歐盟學生及其他基於人道理由抵英的學生一樣，享有本地生學費資格，從而有機會做同樣的事情。

2020年，工黨表示上屆政府決定不向BNO港人授予本地生學費資格『似乎是錯的』。我同意這個評價。他們現在有權力糾正這個錯誤，我希望新任教育大臣能夠向在英國居滿三年的BNO港人授予本地生學費資格。」 
 
#HongKongWatch #香港監察

***[

](http://petition.parliament.uk/petitions/640649)一個不忘討論抗爭嘅英國公海
📌 [加入TG公海](http://bit.ly/BHK1841)",0
Cheuklai721,https://www.youtube.com/live/r6w0CEM11oQ?si=xSR1MTWq_pXbxBhY,0
britonshk,"// 英國廣播公司長壽專訪節目《HARDtalk》素來以尖銳提問及探討敏感議題見稱，主持人薩克爾（Stephen Sackur）在社交平台表示，BBC將於明年結束節目，形容是對BBC及所有相信獨立、嚴謹、深度新聞的人士而言一個「令人傷感的消息」。

香港政界人士近年先後受邀《HARDtalk》訪問，香港行政會議成員湯家驊2020年於節目上談論「港區國安法」立法、前香港眾志創黨主席羅冠聰去年受訪講述在港家人被港警帶走調查的感受，及後新民黨立法會議員李梓敬、行政會議召集人葉劉淑儀也分別受訪。//

【BBC縮皮｜專訪節目《HARDtalk》將結束   主持人：令人傷感的消息   羅冠聰湯家驊葉劉曾受訪】

全文請到《追新聞》網站閱覽
https://thechasernews.co.uk/bbc縮皮專訪節目hardtalk將結束主持人令人傷感/

#HARDtalk #薩克爾 #BBC #湯家驊 #羅冠聰 #追新聞 #thechaser 
========================
🌟加入YouTube頻道會員支持《追新聞》運作🌟
https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw/join

《追新聞》無金主，只有您！為訂戶提供驚喜優惠，好讓大家支持本平台，再撐埋黃店。香港訂戶可分享給英國親友使用。

優惠詳情：https://thechasernews.co.uk/追新聞訂戶注意-新黃店優惠嚟啦/

報道無罪 知情有價 請即訂閱《追新聞》：
💰 Patreon｜https://www.patreon.com/thechasernews
💰 Stripe｜https://buy.stripe.com/7sI8zwgoA9HZ3Cg6oq
🔗 網站｜https://thechasernews.co.uk/
📺 YouTube｜https://www.youtube.com/channel/UC5l18oylJ8o7ihugk4F-3nw
📷 Instagram｜https://www.instagram.com/the_chaser_news
🌐 Facebook｜https://www.facebook.com/the.chaser.news
☕️ ko-fi｜https://ko-fi.com/thechasernews",0
